days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.1766525472902402,3958.5,456.0,209.5,938.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,-2.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.1766525472902402,3958.5,456.0,209.5,938.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,-1.0,-1.0,-3.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.1766525472902402,3958.5,456.0,209.5,938.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-4.0,-1.0,-1.0,-4.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.1766525472902402,3958.5,456.0,209.5,938.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-5.0,-1.0,-1.0,-5.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.1766525472902402,3958.5,456.0,209.5,938.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-6.0,-1.0,-1.0,-6.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.1766525472902402,3958.5,456.0,209.5,938.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-7.0,-1.0,-1.0,-7.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.1766525472902402,3958.5,456.0,209.5,938.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-8.0,-1.0,-1.0,-8.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.17571602645932458,3958.5,456.0,209.5,938.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-9.0,-1.0,-1.0,-9.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.17571602645932458,3958.5,456.0,209.5,938.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-10.0,-1.0,-1.0,-10.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.17571602645932458,3958.5,456.0,209.5,938.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-11.0,-1.0,-1.0,-11.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.17571602645932458,3958.5,456.0,209.5,938.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-12.0,-1.0,-1.0,-12.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.17571602645932458,3958.5,456.0,209.5,938.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-13.0,-1.0,-1.0,-13.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.17571602645932458,3958.5,456.0,209.5,938.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-14.0,-1.0,-1.0,-14.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.17571602645932458,3958.5,456.0,209.5,938.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-15.0,-1.0,-1.0,-15.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.1755576186607868,3958.5,456.0,209.5,938.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-16.0,-1.0,-1.0,-16.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.1755576186607868,3958.5,456.0,209.5,938.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-17.0,-1.0,-1.0,-17.0,-1.0,0.0,-2.0,0.0,0.0005843100847162585,-0.1755576186607868,3958.5,456.0,209.5,938.0
